ID,y_hat
21256,0.11764705882352941
14589,0.058823529411764705
19988,0.17647058823529413
21287,0.7058823529411765
12418,0.11764705882352941
6697,0.0
28143,0.7254901960784313
27404,0.09803921568627451
10924,0.058823529411764705
4267,0.45098039215686275
1152,0.2549019607843137
873,0.13725490196078433
10340,0.13725490196078433
6379,0.09803921568627451
9125,0.4117647058823529
17588,0.19607843137254902
4668,0.0196078431372549
21741,0.058823529411764705
4632,0.13725490196078433
29767,0.19607843137254902
20297,0.058823529411764705
22317,0.058823529411764705
27019,0.0392156862745098
17165,0.3333333333333333
15814,0.17647058823529413
7190,0.13725490196078433
28379,0.4117647058823529
5795,0.0784313725490196
14913,0.1568627450980392
23956,0.058823529411764705
2292,0.21568627450980393
16761,0.13725490196078433
26063,0.29411764705882354
17823,0.0392156862745098
19199,0.11764705882352941
24342,0.058823529411764705
19341,0.6666666666666666
2829,0.5098039215686274
28054,0.0392156862745098
13176,0.27450980392156865
17241,0.7843137254901961
18148,0.11764705882352941
19602,0.0784313725490196
23197,0.0784313725490196
1114,0.0392156862745098
24407,0.11764705882352941
21052,0.13725490196078433
28166,0.21568627450980393
12104,0.19607843137254902
2757,0.7647058823529411
17493,0.6862745098039216
4779,0.11764705882352941
21893,0.0196078431372549
3136,0.3333333333333333
15531,0.3333333333333333
5968,0.11764705882352941
17149,0.8235294117647058
28021,0.17647058823529413
19743,0.43137254901960786
7550,0.17647058823529413
29839,0.21568627450980393
12100,0.27450980392156865
462,0.35294117647058826
11303,0.21568627450980393
24701,0.7450980392156863
6454,0.19607843137254902
24176,0.17647058823529413
13868,0.6274509803921569
7274,0.1568627450980392
11384,0.19607843137254902
18517,0.3333333333333333
28702,0.11764705882352941
29908,0.0784313725490196
9026,0.29411764705882354
21620,0.13725490196078433
10713,0.5882352941176471
6921,0.058823529411764705
9550,0.0392156862745098
26006,0.5686274509803921
19652,0.11764705882352941
9628,0.0196078431372549
6735,0.0196078431372549
7221,0.13725490196078433
18379,0.35294117647058826
2834,0.3137254901960784
6010,0.11764705882352941
1934,0.19607843137254902
11944,0.5686274509803921
19237,0.27450980392156865
12497,0.13725490196078433
18784,0.2549019607843137
4897,0.5294117647058824
18854,0.17647058823529413
13688,0.5098039215686274
1045,0.058823529411764705
14027,0.7058823529411765
15794,0.6274509803921569
17740,0.0784313725490196
29363,0.0784313725490196
23499,0.5686274509803921
15257,0.11764705882352941
4373,0.19607843137254902
9207,0.058823529411764705
2998,0.058823529411764705
29331,0.23529411764705882
27055,0.21568627450980393
17902,0.13725490196078433
3558,0.5882352941176471
20324,0.0392156862745098
24378,0.1568627450980392
20733,0.0392156862745098
571,0.11764705882352941
11420,0.43137254901960786
16211,0.29411764705882354
15343,0.19607843137254902
19056,0.3333333333333333
22021,0.35294117647058826
16002,0.2549019607843137
15625,0.49019607843137253
17324,0.43137254901960786
7688,0.0784313725490196
16003,0.35294117647058826
16692,0.29411764705882354
17558,0.23529411764705882
21663,0.4117647058823529
9825,0.0392156862745098
24368,0.19607843137254902
22006,0.23529411764705882
6123,0.13725490196078433
10550,0.19607843137254902
25631,0.21568627450980393
21814,0.0392156862745098
17635,0.13725490196078433
17301,0.0784313725490196
17690,0.17647058823529413
21906,0.4117647058823529
29368,0.1568627450980392
15841,0.39215686274509803
22998,0.1568627450980392
5267,0.3333333333333333
6233,0.49019607843137253
27267,0.7058823529411765
29748,0.7647058823529411
18880,0.29411764705882354
7517,0.3137254901960784
20559,0.3333333333333333
14451,0.0392156862745098
28869,0.35294117647058826
3268,0.39215686274509803
28739,0.5490196078431373
15688,0.11764705882352941
2977,0.09803921568627451
19991,0.29411764705882354
3945,0.13725490196078433
7761,0.47058823529411764
29421,0.11764705882352941
19468,0.09803921568627451
1060,0.43137254901960786
472,0.49019607843137253
2486,0.19607843137254902
489,0.09803921568627451
22666,0.09803921568627451
29812,0.5686274509803921
22534,0.09803921568627451
607,0.35294117647058826
22132,0.09803921568627451
8568,0.0392156862745098
4686,0.19607843137254902
23590,0.09803921568627451
22414,0.1568627450980392
20307,0.13725490196078433
22098,0.7647058823529411
15561,0.5098039215686274
7154,0.0196078431372549
19230,0.09803921568627451
4478,0.058823529411764705
10273,0.13725490196078433
21192,0.13725490196078433
23989,0.17647058823529413
19520,0.0784313725490196
22435,0.11764705882352941
5730,0.2549019607843137
11300,0.19607843137254902
23756,0.19607843137254902
19618,0.1568627450980392
25616,0.6470588235294118
3132,0.5490196078431373
24097,0.13725490196078433
8100,0.43137254901960786
23636,0.17647058823529413
29140,0.0784313725490196
4593,0.0196078431372549
13381,0.23529411764705882
12936,0.17647058823529413
19715,0.0196078431372549
12869,0.21568627450980393
7925,0.17647058823529413
12146,0.1568627450980392
13374,0.058823529411764705
21841,0.0392156862745098
26119,0.0196078431372549
3188,0.7254901960784313
28128,0.058823529411764705
17571,0.0784313725490196
1357,0.6666666666666666
22177,0.0784313725490196
9802,0.5882352941176471
3706,0.0196078431372549
28465,0.058823529411764705
16729,0.17647058823529413
10873,0.0784313725490196
16968,0.11764705882352941
25755,0.0392156862745098
8965,0.058823529411764705
29988,0.23529411764705882
21450,0.3137254901960784
18759,0.1568627450980392
23108,0.09803921568627451
10435,0.3333333333333333
338,0.7843137254901961
26009,0.09803921568627451
27022,0.21568627450980393
13268,0.09803921568627451
22850,0.803921568627451
19885,0.0392156862745098
27284,0.058823529411764705
27398,0.19607843137254902
1337,0.11764705882352941
23154,0.17647058823529413
7725,0.09803921568627451
19670,0.27450980392156865
18280,0.0392156862745098
7876,0.3137254901960784
12609,0.21568627450980393
16905,0.23529411764705882
6374,0.1568627450980392
10330,0.0392156862745098
8209,0.17647058823529413
5029,0.17647058823529413
6655,0.058823529411764705
8659,0.0784313725490196
8446,0.17647058823529413
14815,0.27450980392156865
11128,0.27450980392156865
28928,0.0392156862745098
19239,0.11764705882352941
1241,0.5490196078431373
8960,0.21568627450980393
9109,0.11764705882352941
547,0.19607843137254902
13626,0.1568627450980392
3585,0.0196078431372549
1132,0.11764705882352941
22738,0.11764705882352941
17852,0.5490196078431373
4549,0.1568627450980392
3030,0.058823529411764705
27473,0.09803921568627451
7668,0.11764705882352941
7349,0.17647058823529413
20103,0.2549019607843137
18406,0.058823529411764705
6979,0.6274509803921569
23930,0.0196078431372549
20942,0.0196078431372549
6122,0.11764705882352941
12633,0.0784313725490196
24468,0.7843137254901961
23403,0.058823529411764705
9924,0.1568627450980392
21751,0.0392156862745098
10820,0.11764705882352941
6568,0.0784313725490196
28382,0.21568627450980393
7790,0.17647058823529413
23330,0.17647058823529413
17560,0.0784313725490196
22100,0.11764705882352941
9686,0.5882352941176471
5307,0.13725490196078433
16738,0.09803921568627451
20990,0.058823529411764705
7475,0.0
15486,0.0784313725490196
9725,0.23529411764705882
17086,0.27450980392156865
3357,0.21568627450980393
8068,0.23529411764705882
1713,0.09803921568627451
97,0.17647058823529413
12788,0.0196078431372549
8219,0.09803921568627451
26296,0.5882352941176471
20775,0.3333333333333333
23500,0.11764705882352941
2300,0.1568627450980392
15201,0.0784313725490196
15714,0.13725490196078433
21485,0.47058823529411764
29940,0.17647058823529413
856,0.23529411764705882
3715,0.29411764705882354
19775,0.23529411764705882
23390,0.09803921568627451
23625,0.19607843137254902
22683,0.27450980392156865
23235,0.058823529411764705
9640,0.3137254901960784
27072,0.058823529411764705
6780,0.2549019607843137
8949,0.17647058823529413
26178,0.17647058823529413
24650,0.058823529411764705
23277,0.0196078431372549
15753,0.2549019607843137
8234,0.1568627450980392
27982,0.058823529411764705
22521,0.3137254901960784
20333,0.0784313725490196
